Connie|Dierking|1958|1970
Coby|Dietrick|1970|1982
Desagana|Diop|2001|2009
Terry|Dischinger|1962|1972
Vlade|Divac|1989|2004
Juan|Dixon|2002|2008
Michael|Doleac|1998|2007
James|Donaldson|1980|1994
Keyon|Dooling|2000|2009
Leon|Douglas|1976|1982
Sherman|Douglas|1989|2000
Greg|Dreiling|1986|1996
John|Drew|1974|1984
Larry|Drew|1980|1990
Clyde|Drexler|1983|1997
Kevin|Duckworth|1986|1996
Charles|Dudley|1972|1978
Chris|Dudley|1987|2002
Walter|Dukes|1955|1962
Joe|Dumars|1985|1998
Tim|Duncan|1997|2009
Mike|Dunleavy|1976|1989
Mike|Dunleavy|2002|2009
T.r.|Dunn|1977|1990
Ledell|Eackles|1988|1997
Jim|Eakins|1968|1977
Mark|Eaton|1982|1992
Blue|Edwards|1989|1998
Franklin|Edwards|1981|1987
James|Edwards|1977|1995
Kevin|Edwards|1988|2000
Johnny|Egan|1961|1971
Craig|Ehlo|1983|1996
Howard|Eisley|1994|2005
Mario|Elie|1990|2000
Sean|Elliott|1989|2000
Dale|Ellis|1983|1999
Joe|Ellis|1966|1973
Laphonso|Ellis|1992|2002
Leroy|Ellis|1962|1975
Pervis|Ellison|1989|2000
Len|Elmore|1974|1983
Francisco|Elson|2003|2009
Melvin|Ely|2002|2008
Wayne|Embry|1958|1968
Alex|English|1976|1990
Keith|Erickson|1965|1976
Julius|Erving|1971|1986
Maurice|Evans|2001|2009
Mike|Evans|1979|1987
Reggie|Evans|2002|2009
Patrick|Ewing|1985|2001
Jim|Farmer|1987|1993
Mike|Farmer|1958|1965
Ray|Felix|1953|1961
Eric|Fernsten|1975|1983
Al|Ferrari|1955|1962
Duane|Ferrell|1988|1998
Bob|Ferry|1959|1968
Danny|Ferry|1990|2002
Hank|Finkel|1966|1974
Michael|Finley|1995|2009
Derek|Fisher|1996|2009
Jerry|Fleishman|1946|1952
Vern|Fleming|1984|1995
Sleepy|Floyd|1982|1994
Chris|Ford|1972|1981
Don|Ford|1975|1981
Phil|Ford|1978|1984
T.J.|Ford|2003|2009
Danny|Fortson|1997|2006
Fred|Foster|1968|1976
Greg|Foster|1990|2002
Jeff|Foster|1999|2009
Larry|Foust|1950|1961
Jim|Fox|1967|1976
Rick|Fox|1991|2003
Adonal|Foyle|1997|2008
Steve|Francis|1999|2007
Tellis|Frank|1987|1993
Walt|Frazier|1967|1979
World|Free|1975|1987
Donnie|Freeman|1967|1975
Joe|Fulks|1946|1953
Lawrence|Funderburke|1997|2004
Dan|Gadzuric|2002|2009
Corey|Gaines|1988|1994
Mike|Gale|1971|1981
Harry|Gallatin|1948|1957
Dave|Gambee|1958|1969
Kevin|Gamble|1987|1996
Winston|Garland|1987|1994
Kevin|Garnett|1995|2009
Pat|Garrity|1998|2007
Pau|Gasol|2001|2009
Chris|Gatling|1991|2001
Kenny|Gattison|1986|1995
Matt|Geiger|1992|2001
Devean|George|1999|2009
Jack|George|1953|1960
Gus|Gerard|1974|1980
George|Gervin|1972|1985
John|Gianelli|1972|1979
Kendall|Gill|1990|2004
Eddie|Gill|2000|2008
Armen|Gilliam|1987|1999
Herm|Gilliam|1969|1976
Artis|Gilmore|1971|1987
Emmanuel|Ginobili|2002|2009
Mike|Glenn|1977|1986
Mike|Gminski|1980|1993
Tom|Gola|1955|1965
Anthony|Goldwire|1995|2005
Drew|Gooden|2002|2009
Gail|Goodrich|1965|1978
Gerald|Govan|1967|1975
Joe|Graboski|1948|1961
Ron|Grandison|1988|1995
Brian|Grant|1994|2005
Gary|Grant|1988|2000
Greg|Grant|1989|1995
Harvey|Grant|1988|1998
Horace|Grant|1987|2003
Stuart|Gray|1984|1990
Jeff|Grayer|1988|1997
A.c.|Green|1985|2000
Johnny|Green|1959|1972
Litterial|Green|1992|1998
Mike|Green|1973|1979
Rickey|Green|1977|1991
Si|Green|1956|1965
Sidney|Green|1983|1992
Willie|Green|2003|2009
David|Greenwood|1979|1990
Hal|Greer|1958|1972
Kevin|Grevey|1975|1984
Adrian|Griffin|1999|2007
Paul|Griffin|1976|1982
Darrell|Griffith|1980|1990
Bob|Gross|1975|1982
Ernie|Grunfeld|1977|1985
Petur|Gudmundsson|1981|1988
Richie|Guerin|1956|1969
Tom|Gugliotta|1992|2004
Matt|Guokas|1966|1975
Cliff|Hagan|1956|1969
Happy|Hairston|1964|1974
Marcus|Haislip|2002|2009
Jack|Haley|1988|1997
Darvin|Ham|1996|2004
Richard|Hamilton|1999|2009
Tom|Hammonds|1989|2000
Alex|Hannum|1949|1956
Bob|Hansen|1983|1991
Bill|Hanzlik|1980|1989
Anfernee|Hardaway|1993|2007
Tim|Hardaway|1989|2002
Derek|Harper|1983|1998
Ron|Harper|1986|2000
Matt|Harpring|1998|2008
Al|Harrington|1998|2009
Othella|Harrington|1996|2007
Lucious|Harris|1993|2004
Bob|Harrison|1949|1957
Jason|Hart|2000|2009
Antonio|Harvey|1993|2002
Clem|Haskins|1967|1975
Udonis|Haslem|2003|2009
Trenton|Hassell|2001|2009
Scott|Hastings|1982|1992
John|Havlicek|1962|1977
Steve|Hawes|1974|1983
Connie|Hawkins|1967|1975
Hersey|Hawkins|1988|2000
Tom|Hawkins|1959|1968
Elvin|Hayes|1968|1983
Jarvis|Hayes|2003|2009
Brendan|Haywood|2001|2009
Spencer|Haywood|1969|1982
Walt|Hazzard|1964|1973
Shane|Heal|1996|2003
Garfield|Heard|1970|1980
Tom|Heinsohn|1956|1964
Alan|Henderson|1995|2006
Gerald|Henderson|1979|1991
Tom|Henderson|1974|1982
Steve|Henson|1990|1998
Clarence|Hermsen|1946|1952
Carl|Herrera|1991|1998
Bill|Hewitt|1968|1974
Art|Heyman|1963|1969
Rod|Higgins|1982|1994
Sean|Higgins|1990|1997
Wayne|Hightower|1962|1971
Maybyner|Hilario|2002|2008
Armond|Hill|1976|1983
Grant|Hill|1994|2009
Tyrone|Hill|1990|2003
Darnell|Hillman|1971|1979
Kirk|Hinrich|2003|2009
Roy|Hinson|1983|1990
Craig|Hodges|1982|1991
Paul|Hoffman|1947|1954
Fred|Hoiberg|1995|2004
Lionel|Hollins|1975|1984
Ron|Horn|1961|1967
Jeff|Hornacek|1986|1999
Robert|Horry|1992|2007
Eddie|House|2000|2009
Allan|Houston|1993|2004
Juwan|Howard|1994|2009
Josh|Howard|2003|2009
Bailey|Howell|1959|1970
Phil|Hubbard|1979|1988
Lou|Hudson|1966|1978
Troy|Hudson|1997|2007
Larry|Hughes|1998|2009
Jay|Humphries|1984|1994
Les|Hunter|1964|1972
Lindsey|Hunter|1993|2009
Steven|Hunter|2001|2009
Geoff|Huston|1979|1986
Mel|Hutchins|1951|1957
Marc|Iavaroni|1982|1988
Zydrunas|Ilgauskas|1997|2009
Darrall|Imhoff|1960|1971
Dan|Issel|1970|1984
Allen|Iverson|1996|2009
Warren|Jabali|1968|1974
Bobby|Jackson|1997|2008
Jaren|Jackson|1989|2001
Jermaine|Jackson|1999|2005
Jim|Jackson|1992|2005
Lucious|Jackson|1964|1971
Mark|Jackson|1987|2003
Marc|Jackson|2000|2006
Phil|Jackson|1967|1979
Stephen|Jackson|2000|2009
Henry|James|1990|1997
Jerome|James|1998|2008
Mike|James|2001|2009
LeBron|James|2003|2009
Antawn|Jamison|1998|2009
Marko|Jaric|2002|2008
Richard|Jefferson|2001|2009
Jared|Jeffries|2002|2009
Anthony|Johnson|1997|2009
Avery|Johnson|1988|2003
Buck|Johnson|1986|1992
Charlie|Johnson|1972|1978
Clemon|Johnson|1978|1987
Dennis|Johnson|1976|1989
Dermarr|Johnson|2000|2007
Eddie|Johnson|1977|1986
Eddie A.|Johnson|1981|1998
Ervin|Johnson|1993|2005
Frank|Johnson|1981|1993
George T.|Johnson|1972|1985
George L.|Johnson|1978|1985
Gus|Johnson|1963|1972
Ollie|Johnson|1972|1981
Steve|Johnson|1981|1990
Stew|Johnson|1967|1975
Vinnie|Johnson|1979|1991
John|Johnson|1970|1981
Joe|Johnson|2001|2009
Kevin|Johnson|1987|1999
Larry|Johnson|1991|2000
Magic|Johnson|1979|1995
Marques|Johnson|1977|1989
Mickey|Johnson|1974|1985
Neil|Johnson|1966|1972
Neil|Johnston|1951|1958
Bobby|Jones|1974|1985
Caldwell|Jones|1973|1989
Charles|Jones|1983|1997
Damon|Jones|1998|2008
Dwight|Jones|1973|1982
Eddie|Jones|1994|2007
Jimmy|Jones|1967|1976
Jumaine|Jones|1999|2006
K.c.|Jones|1958|1966
Larry|Jones|1964|1973
Popeye|Jones|1993|2003
Rich|Jones|1969|1976
Sam|Jones|1957|1968
Steve|Jones|1967|1975
Wali|Jones|1964|1975
Wil|Jones|1969|1977
Fred|Jones|2002|2008
James|Jones|2003|2009
Dahntay|Jones|2003|2009
Eddie|Jordan|1977|1983
Michael|Jordan|1984|2002
Reggie|Jordan|1993|1999
Phil|Jordon|1956|1962
Noble|Jorgensen|1946|1952
Chris|Kaman|2003|2009
Jason|Kapono|2003|2009
Bob|Kauffman|1968|1974
Adam|Keefe|1992|2000
Billy|Keller|1969|1975
Rich|Kelley|1975|1985
Shawn|Kemp|1989|2002
Tim|Kempton|1986|1997
Larry|Kenon|1973|1982
Bill|Kenville|1953|1959
Johnny|Kerr|1954|1965
Steve|Kerr|1988|2002
Jerome|Kersey|1984|2000
Randolph|Keys|1988|1995
Jason|Kidd|1994|2009
Toby|Kimball|1966|1974
Albert|King|1981|1991
Bernard|King|1977|1992
George|King|1951|1957
Jim|King|1963|1972
Stacey|King|1989|1996
Andrei|Kirilenko|2001|2009
Greg|Kite|1983|1994
Kerry|Kittles|1996|2004
Joe|Kleine|1985|1999
Billy|Knight|1974|1984
Brevin|Knight|1997|2008
Negele|Knight|1990|1998
Travis|Knight|1996|2002
Don|Kojis|1963|1974
Howard|Komives|1964|1973
Jon|Koncak|1985|1995
Kyle|Korver|2003|2009
Jim|Krebs|1957|1963
Larry|Krystkowiak|1986|1996
Steve|Kuberski|1969|1977
Toni|Kukoc|1993|2005
Kevin|Kunnert|1973|1981
Mitch|Kupchak|1976|1985
Sam|Lacey|1970|1982
Christian|Laettner|1992|2004
Raef|Lafrentz|1998|2007
Tom|Lagarde|1977|1984
Bill|Laimbeer|1980|1993
John|Lambert|1975|1981
Jeff|Lamp|1981|1988
Mark|Landsberger|1977|1983
Andrew|Lang|1988|1999
Bob|Lanier|1970|1983
Stu|Lantz|1968|1975
Rusty|Larue|1997|2003
Rudy|Larusso|1959|1968
Dennis|Layton|1971|1977
Allen|Leavell|1979|1988
Eric|Leckner|1988|1996
Clyde|Lee|1966|1975
George|Lee|1960|1967
Tim|Legler|1989|1999
George|Lehmann|1967|1973
Voshon|Lenard|1995|2005
Bob|Leonard|1956|1962
Jim|Les|1988|1994
Lafayette|Lever|1982|1993
Cliff|Levingston|1982|1994
Freddie|Lewis|1966|1976
Rashard|Lewis|1998|2009
Goose|Ligon|1967|1973
Alton|Lister|1981|1997
Randy|Livingston|1996|2006
Earl|Lloyd|1950|1959
Lewis|Lloyd|1981|1989
Scott|Lloyd|1976|1982
Brad|Lohaus|1987|1997
Grant|Long|1988|2002
John|Long|1978|1996
Luc|Longley|1991|2000
Jim|Loscutoff|1955|1963
Kevin|Loughery|1962|1972
Bob|Love|1966|1976
Clyde|Lovellette|1953|1963
Sidney|Lowe|1983|1989
Jerry|Lucas|1963|1973
John|Lucas|1976|1989
Maurice|Lucas|1974|1987
Tyronn|Lue|1998|2008
George|Lynch|1993|2004
Ed|Macauley|1949|1958
Sam|Mack|1992|2001
Don|Maclean|1992|2000
Mark|Macon|1991|1998
Kyle|Macy|1980|1986
Mark|Madsen|2000|2008
Corey|Maggette|1999|2009
Jamaal|Magloire|2000|2009
John|Mahnken|1946|1952
Rick|Mahorn|1980|1998
Dan|Majerle|1988|2001
Jeff|Malone|1983|1995
Karl|Malone|1985|2003
Moses|Malone|1974|1994
Matt|Maloney|1996|2002
Danny|Manning|1988|2002
Ed|Manning|1967|1975
Pete|Maravich|1970|1979
Stephon|Marbury|1996|2008
Sarunas|Marciulionis|1989|1996
Jack|Marin|1966|1976
Shawn|Marion|1999|2009
Sean|Marks|1998|2009
Donyell|Marshall|1994|2008
Donny|Marshall|1995|2002
Darrick|Martin|1994|2007
Kenyon|Martin|2000|2009
Slater|Martin|1949|1959
Jamal|Mashburn|1993|2003
Anthony|Mason|1989|2002
Desmond|Mason|2000|2009
Roger|Mason Jr|2002|2009
Tony|Massenburg|1990|2004
Wes|Matthews|1980|1989
Cedric|Maxwell|1977|1987
Vernon|Maxwell|1988|2000
Don|May|1968|1974
Scott|May|1976|1982
Lee|Mayberry|1992|1998
Bob|McAdoo|1972|1985
Bob|McCann|1989|1997
Johnny|McCarthy|1956|1963
Walter|McCarty|1996|2005
Amal|McCaskill|1996|2003
Ted|McClain|1971|1978
George|McCloud|1989|2001
Tim|McCormick|1984|1991
Jelani|McCoy|1998|2007
Rodney|McCray|1983|1992
Xavier|McDaniel|1985|1997
Jim|McDaniels|1971|1977
Antonio|McDyess|1995|2009
Jim|McElroy|1975|1981
Mike|McGee|1981|1989
Bill|McGill|1962|1969
George|McGinnis|1971|1981
Jon|McGlocklin|1965|1975
Tracy|McGrady|1997|2009
Dick|McGuire|1949|1959
Kevin|McHale|1980|1992
Jim|McIlvaine|1994|2000
Jeff|McInnis|1996|2007
Kevin|McKenna|1981|1987
Stan|McKenzie|1967|1973
Derrick|McKey|1987|2001
Aaron|McKie|1994|2006
Billy|McKinney|1978|1985
Mccoy|McLemore|1964|1971
Jack|McMahon|1952|1959
Nate|McMillan|1986|1997
Tom|McMillen|1975|1985
Jim|McMillian|1970|1978
Mark|McNamara|1982|1990
Stanislav|Medvedenko|2000|2006
Bill|Melchionni|1966|1975
John|Mengelt|1971|1980
Ron|Mercer|1997|2004
Joe|Meriweather|1975|1984
Tom|Meschery|1961|1970
Stan|Miasek|1946|1952
Chris|Mihm|2000|2008
George|Mikan|1948|1955
Vern|Mikkelsen|1949|1958
Darius|Miles|2000|2008
Eddie|Miles|1963|1971
Darko|Milicic|2003|2009
Anthony|Miller|1994|2004
Andre|Miller|1999|2009
Brad|Miller|1998|2009
Larry|Miller|1968|1974
Mike|Miller|2000|2009
Oliver|Miller|1992|2003
Reggie|Miller|1987|2004
Chris|Mills|1993|2002
Terry|Mills|1990|2000
Yao|Ming|2002|2008
Mike|Mitchell|1978|1987
Sam|Mitchell|1989|2001
Steve|Mix|1969|1982
Cuttino|Mobley|1998|2008
Nazr|Mohammed|1998|2009
Paul|Mokeski|1979|1990
Sidney|Moncrief|1979|1990
Earl|Monroe|1967|1979
Eric|Montross|1994|2001
Gene|Moore|1968|1974
Johnny|Moore|1980|1989
Mikki|Moore|1998|2009
Otto|Moore|1968|1976
Jackie|Moreland|1960|1969
Chris|Morris|1988|1998
Alonzo|Mourning|1992|2007
Erwin|Mueller|1966|1973
Chris|Mullin|1985|2000
Jeff|Mullins|1964|1975
Eric|Murdock|1991|1999
Gheorghe|Muresan|1993|1999
Calvin|Murphy|1970|1982
Tod|Murphy|1987|1993
Troy|Murphy|2001|2009
Lamond|Murray|1994|2005
Tracy|Murray|1992|2003
Ronald|Murray|2002|2009
Dikembe|Mutombo|1991|2008
Pete|Myers|1986|1997
Eduardo|Najera|2000|2009
Larry|Nance|1981|1993
Bob|Nash|1972|1978
Steve|Nash|1996|2009
Swen|Nater|1973|1983
Calvin|Natt|1979|1989
Willie|Naulls|1956|1965
Lloyd|Neal|1972|1978
Ed|Nealy|1982|1992
Don|Nelson|1962|1975
Radoslav|Nesterovic|1998|2009
Bob|Netolicky|1967|1975
Johnny|Neumann|1971|1977
Chuck|Nevitt|1982|1993
Ira|Newble|2000|2007
Mike|Newlin|1971|1981
Johnny|Newman|1986|2001
Jack|Nichols|1948|1957
Kurt|Nimphius|1981|1989
Norm|Nixon|1977|1988
Chuck|Noble|1955|1961
Ken|Norman|1987|1996
Moochie|Norris|1996|2005
Willie|Norwood|1971|1977
Dirk|Nowitzki|1998|2009
Mike|O'Koren|1980|1987
Jermaine|O'neal|1996|2009
Shaquille|O'neal|1992|2009
Charles|Oakley|1985|2003
Lamar|Odom|1999|2009
Don|Ohl|1960|1969
Mehmet|Okur|2002|2009
Hakeem|Olajuwon|1984|2001
Mark|Olberding|1975|1986
Jawann|Oldham|1980|1990
Brian|Oliver|1990|1997
Jimmy|Oliver|1991|1998
Kevin|Ollie|1997|2009
Michael|Olowokandi|1998|2006
Enoch|Olsen|1962|1969
Louis|Orr|1980|1987
Greg|Ostertag|1995|2005
Bo|Outlaw|1993|2007
Travis|Outlaw|2003|2009
Doug|Overton|1992|2003
Billy|Owens|1991|2000
Tom|Owens|1971|1982
Zaza|Pachulia|2003|2009
Robert|Pack|1991|2003
Scott|Padgett|1999|2006
Milt|Palacio|1999|2005
Jannero|Pargo|2002|2009
Robert|Parish|1976|1996
Anthony|Parker|1997|2009
Tony|Parker|2001|2009
Cherokee|Parks|1995|2003
Ruben|Patterson|1998|2007
Billy|Paultz|1970|1984
Jim|Paxson|1979|1989
John|Paxson|1983|1993
Gary|Payton|1990|2006
Anthony|Peeler|1992|2004
Will|Perdue|1988|2000
Sam|Perkins|1984|2000
Kendrick|Perkins|2003|2009
Curtis|Perry|1970|1977
Elliot|Perry|1991|2001
Tim|Perry|1988|1995
Chuck|Person|1986|1999
Wesley|Person|1994|2004
Jim|Petersen|1984|1991
Mel|Peterson|1963|1969
Morris|Peterson|2000|2009
Bob|Pettit|1954|1964
Andy|Phillip|1947|1957
Bobby|Phills|1991|1999
Eric|Piatkowski|1994|2007
Paul|Pierce|1998|2009
Ricky|Pierce|1982|1997
Mickael|Pietrus|2003|2009
Ed|Pinckney|1985|1996
Dave|Piontek|1956|1962
Scottie|Pippen|1987|2003
Gary|Plummer|1984|1992
Jim|Pollard|1948|1954
Scot|Pollard|1997|2007
Olden|Polynice|1987|2003
Mark|Pope|1997|2004
Ben|Poquette|1977|1986
Howard|Porter|1971|1977
Kevin|Porter|1972|1982
Terry|Porter|1985|2001
James|Posey|1999|2009
Vitaly|Potapenko|1996|2006
Cincy|Powell|1967|1974
Paul|Pressey|1982|1992
Brent|Price|1992|2001
Jim|Price|1972|1978
Mark|Price|1986|1997
Tayshaun|Prince|2002|2009
Laron|Profit|1999|2005
Joel|Przybilla|2000|2009
Vladimir|Radmanovic|2001|2009
Kurt|Rambis|1981|1994
Frank|Ramsey|1954|1963
Zachary|Randolph|2001|2009
Blair|Rasmussen|1985|1992
Theo|Ratliff|1995|2009
Clifford|Ray|1971|1980
Eldridge|Recasner|1994|2001
Michael|Redd|2000|2009
Hub|Reed|1958|1964
Willis|Reed|1964|1973
Don|Reid|1995|2002
J.r.|Reid|1989|2000
Robert|Reid|1977|1990
Kevin|Restani|1974|1981
Jerry|Reynolds|1985|1995
Glen|Rice|1989|2003
Clint|Richardson|1979|1986
Jason|Richardson|2001|2009
Micheal Ray|Richardson|1978|1985
Pooh|Richardson|1989|1998
Quentin|Richardson|2000|2009
Mitch|Richmond|1988|2001
Isaiah|Rider|1993|2001
Luke|Ridnour|2003|2009
Pat|Riley|1967|1975
Mike|Riordan|1968|1976
Arnie|Risen|1948|1957
Doc|Rivers|1983|1995
Austin|Robbins|1967|1974
Rick|Roberson|1969|1975
Stanley|Roberts|1991|1999
Anthony|Roberts|1977|1983
