Bill|Bolger|205|1931-08-21
Anthony|Bonner|215|1968-06-08
Matt|Bonner|237|1980-04-05
George|Bonsalle|220|1935-07-01
Butch|Booker|230|1945-07-20
Josh|Boone|245|1984-11-21
Calvin|Booth|230|1976-05-07
Keith|Booth|226|1974-10-09
Bob|Boozer|215|1937-04-26
Carlos|Boozer|280|1981-11-20
Curtis|Borchardt|240|1980-09-13
Lazaro|Borrell|220|1972-09-20
Costic|Borsavage|220|1924-07-25
Vince|Boryla|210|1927-03-11
Chris|Bosh|210|1984-03-02
Jim|Bostic|225|1953-01-28
Lawrence|Boston|225|1956-05-18
Tom|Boswell|220|1953-10-02
Ruben|Boumtje-Boumtje|257|1978-05-20
Don|Boven|210|1925-03-06
Cal|Bowdler|245|1977-03-31
Ryan|Bowen|215|1975-11-20
Tom|Bowens|220|1940-07-07
Sam|Bowie|235|1961-03-17
Orbie|Bowling|215|1939-03-21
Nate|Bowman|230|1943-03-19
Harry|Boykoff|225|1922-07-24
Cedric|Bozeman|207|1983-03-07
Gary|Bradds|210|1942-07-26
Alex|Bradley|215|1959-10-30
Bill|Bradley|205|1943-07-28
Charles|Bradley|215|1959-05-16
Jim|Bradley|215|1952-03-16
Michael|Bradley|225|1979-04-18
Shawn|Bradley|235|1972-03-22
Mark|Bradtke|265|1968-09-27
Marques|Bragg|230|1970-03-24
Torraye|Braggs|203|1976-05-15
A.j.|Bramlett|227|1977-01-10
Elton|Brand|275|1979-03-11
Bob|Brannum|215|1925-05-28
Brad|Branson|220|1958-09-24
Tim|Breaux|215|1970-09-19
Pete|Brennan|205|1936-09-23
Randy|Breuer|230|1960-10-11
Jim|Brewer|210|1951-12-03
Ronnie|Brewer|223|1985-03-20
Primoz|Brezec|243|1979-10-02
Frank|Brickowski|240|1959-08-14
Junior|Bridgeman|210|1953-09-17
Bill|Bridges|228|1939-04-04
John|Brisker|210|1947-06-15
Allan|Bristow|210|1951-08-23
Mike|Brittain|235|1963-06-21
Jon|Brockman|255|1987-03-20
Michael|Brooks|220|1958-08-17
Andre|Brown|245|1981-05-12
Shannon|Brown|205|1985-11-29
Derrick|Brown|227|1987-09-08
Devin|Brown|235|1978-12-30
Bob|Brown|205|1923-11-12
Chucky|Brown|214|1968-02-29
Damone|Brown|220|1979-06-28
Ernest|Brown|255|1979-05-17
Gerald|Brown|210|1975-07-28
John|Brown|220|1951-12-14
Kedrick|Brown|222|1981-03-18
Kwame|Brown|243|1982-03-10
Lewis|Brown|225|1955-02-19
Mike|Brown|257|1963-07-19
P.J.|Brown|225|1969-10-14
Raymond|Brown|220|1965-07-05
Rickey|Brown|215|1958-08-20
Roger A.|Brown|205|1942-05-22
Roger|Brown|225|1950-02-23
Jim|Browne|235|1930-01-01
Stanley|Brundy|210|1967-11-13
Brian|Brunkhorst|208|1945-06-12
Mark|Bryant|245|1965-04-25
Wallace|Bryant|245|1959-07-14
Torgeir|Bryn|250|1964-08-08
Joe|Buckhalter|210|1937-08-01
Steve|Bucknall|215|1966-03-17
Cleveland|Buckner|210|1938-08-17
Greg|Buckner|210|1976-09-16
Dave|Budd|205|1938-10-28
Chase|Budinger|218|1988-05-22
Walter|Budko|220|1925-06-30
Jud|Buechler|220|1968-06-19
Matt|Bullard|215|1967-06-05
Larry|Bunce|240|1945-07-29
Bill|Buntin|250|1942-05-05
Pat|Burke|250|1973-12-14
Kevin|Burleson|205|1979-04-09
Tom|Burleson|225|1952-02-24
Evers|Burns|260|1971-08-24
Scott|Burrell|218|1971-01-12
Art|Burris|220|1924-04-07
Junior|Burrough|242|1973-01-18
Bob|Burrow|228|1934-06-29
Ed|Burton|225|1939-08-13
Willie|Burton|210|1968-05-26
Dave|Bustion|215|1949-08-30
Greg|Butler|240|1966-03-11
Mitchell|Butler|210|1970-12-15
Jackie|Butler|263|1985-04-10
Caron|Butler|235|1980-03-13
Rasual|Butler|205|1979-05-23
Andrew|Bynum|285|1987-10-27
Walt|Byrd|205|1942-01-01
Marty|Byrnes|215|1956-04-30
Zarko|Cabarkapa|235|1981-05-21
Jason|Caffey|255|1973-06-12
Michael|Cage|224|1962-01-28
Jose|Calderon|210|1981-09-28
Adrian|Caldwell|265|1966-07-04
Jim|Caldwell|240|1943-01-28
Corky|Calhoun|210|1950-11-01
Dexter|Cambridge|224|1970-01-29
Marcus|Camby|220|1974-03-22
Elden|Campbell|215|1968-07-23
Tony|Campbell|215|1962-05-07
Brian|Cardinal|245|1977-05-02
Rick|Carlisle|210|1959-10-27
Don|Carlos|210|1944-03-03
Al|Carlson|235|1951-09-17
Rodney|Carney|204|1984-04-05
Antoine|Carr|225|1961-07-23
Chris|Carr|207|1974-03-12
Cory|Carr|210|1975-12-05
Kenny|Carr|220|1955-08-15
M.l.|Carr|205|1951-01-09
Joe Barry|Carroll|225|1958-07-24
Matt|Carroll|212|1980-08-28
DeMarre|Carroll|212|1986-07-27
Jimmy|Carruth|265|1969-11-04
George|Carter|210|1944-01-10
Howard|Carter|215|1961-10-26
Vince|Carter|215|1977-01-26
Maurice|Carter|210|1976-10-12
Bill|Cartwright|245|1957-07-30
Jay|Carty|220|1941-07-04
Cornelius|Cash|215|1952-03-03
Sam|Cash|230|1950-11-13
Omri|Casspi|225|1988-06-22
Harvey|Catchings|218|1951-09-02
Terry|Catledge|220|1963-08-22
Sid|Catlett|230|1948-04-18
Kelvin|Cato|255|1974-08-26
Bobby|Cattage|250|1958-08-17
Duane|Causwell|240|1968-05-31
Ron|Cavenall|230|1959-04-30
Wilt|Chamberlain|250|1936-08-21
Tom|Chambers|220|1959-06-21
Mike|Champion|230|1964-04-05
Tyson|Chandler|235|1982-10-02
Wilson|Chandler|220|1987-05-10
Don|Chaney|210|1946-03-22
Len|Chappell|240|1941-01-31
Lorenzo|Charles|225|1963-11-25
Calbert|Cheaney|209|1971-07-17
Pete|Chilcutt|230|1968-09-14
Josh|Childress|205|1983-06-20
Jim|Chones|220|1949-11-30
Fred|Christ|210|1930-08-06
Cal|Christensen|210|1927-07-08
Bob|Christian|255|1946-05-11
Carlos|Clark|210|1960-08-10
Keon|Clark|220|1975-04-16
Earl|Clark|225|1988-01-17
Charles|Claxton|265|1970-12-13
Mateen|Cleaves|210|1977-09-07
John|Clemens|210|1943-05-01
Nat|Clifton|220|1922-10-13
Keith|Closs|212|1976-04-03
Marion|Cluggish|235|1917-09-18
Richard|Coffey|212|1965-09-02
John|Coker|253|1971-10-28
Ben|Coleman|235|1961-11-14
Derrick|Coleman|230|1967-06-21
E.c.|Coleman|225|1950-09-25
Norris|Coleman|210|1961-09-27
Jason|Collier|260|1977-09-08
Jason|Collins|260|1978-12-02
Jarron|Collins|255|1978-12-02
Mardy|Collins|220|1984-08-04
Nick|Collison|255|1980-10-26
Joe|Colone|210|1926-01-23
Leroy|Combs|210|1961-01-01
Dallas|Comegys|205|1964-08-17
Larry|Comley|210|1939-08-17
Gene|Conley|225|1930-11-10
Marty|Conlon|224|1968-01-19
Daequan|Cook|210|1987-04-28
Brian|Cook|240|1980-12-04
Anthony|Cook|205|1967-03-19
Jeff|Cook|215|1956-10-21
Norm|Cook|210|1955-03-21
David|Cooke|230|1963-09-27
Chuck|Cooper|210|1926-09-29
Joe|Cooper|230|1957-09-01
Wayne|Cooper|220|1956-11-16
Tom|Copa|275|1964-10-30
Tyrone|Corbin|210|1962-12-31
Ken|Corley|210|1921-05-10
Dave|Corzine|250|1956-04-25
James|Cotton|220|1975-12-14
John|Coughran|225|1951-09-12
Mel|Counts|230|1941-10-16
Joe|Courtney|235|1969-10-17
Dave|Cowens|230|1948-10-25
Wesley|Cox|215|1955-01-27
Chris|Crawford|235|1975-05-13
Joe|Crawford|207|1986-06-17
Ron|Crevier|235|1958-04-14
Hal|Crisler|215|1923-12-31
Winston|Crite|233|1965-06-20
Dillard|Crocker|205|1925-01-19
Jeffrey|Crompton|280|1955-07-04
Austin|Croshere|235|1975-05-01
Jeff|Cross|240|1961-09-01
Pete|Cross|230|1948-03-28
Russell|Cross|215|1961-09-05
Mark|Crow|210|1954-10-22
Corey|Crowder|214|1969-04-13
Al|Cueto|230|1946-08-02
Pat|Cummings|230|1956-07-11
Terry|Cummings|220|1961-03-15
Billy|Cunningham|210|1943-06-03
Dick|Cunningham|245|1946-07-11
Willi|Cunningham|250|1974-03-25
Dante|Cunningham|220|1987-04-22
Radisav|Curcic|275|1965-09-26
Earl|Cureton|210|1957-09-03
Bill|Curley|220|1972-05-29
Eddy|Curry|285|1982-12-05
Michael|Curry|210|1968-08-12
Rastko|Cvetkovic|260|1970-06-22
Mike|Dabich|242|1942-12-27
Samuel|Dalembert|250|1981-05-10
Erick|Dampier|265|1974-07-14
Lloyd|Daniels|205|1967-09-04
Mel|Daniels|220|1944-07-20
Erik|Daniels|214|1982-04-01
Adrian|Dantley|208|1956-02-28
Henry|Darcey|217|1930-03-03
Oliver|Darden|235|1944-07-28
Yinka|Dare|265|1972-10-10
Jesse|Dark|210|1951-09-02
Rick|Darnell|215|1953-01-01
Brad|Daugherty|245|1965-10-19
Kornel|David|235|1971-10-22
Jermareo|Davidson|230|1984-11-15
Antonio|Davis|215|1968-10-31
Baron|Davis|209|1979-04-13
Ben|Davis|240|1972-12-26
Bill|Davis|215|1921-10-03
Bob|Davis|215|1950-04-02
Charlie|Davis|215|1958-10-05
Dale|Davis|230|1969-03-25
Dwight|Davis|220|1949-10-28
Harry|Davis|220|1956-01-27
James|Davis|220|1932-04-22
Jim|Davis|225|1941-12-18
Lee|Davis|235|1945-10-11
Mark|Davis|210|1973-04-26
Mel|Davis|220|1950-11-09
Michael|Davis|230|1956-08-02
Monti|Davis|205|1958-07-26
Terry|Davis|225|1967-06-17
Walt|Davis|205|1931-01-05
Warren|Davis|212|1943-06-30
Willie|Davis|234|1945-08-09
Glen|Davis|289|1986-01-01
Josh|Davis|235|1980-08-10
Paul|Davis|270|1984-07-21
Darryl|Dawkins|251|1957-01-11
Tony|Dawson|215|1967-08-25
Darren|Daye|220|1960-11-30
Austin|Daye|205|1988-06-05
Dave|Debusschere|220|1940-10-16
Andrew|Declercq|230|1973-02-01
Don|Dee|210|1943-08-09
Archie|Dees|205|1936-02-22
Bison|Dele|235|1969-04-06
Carlos|Delfino|230|1982-08-29
Nate|Delong|220|1926-01-05
Fennis|Dembo|215|1966-01-24
Larry|Demic|225|1957-06-27
Dell|Demps|205|1970-02-12
Luol|Deng|220|1985-04-16
Kenny|Dennard|220|1958-10-18
Randy|Denton|240|1949-02-18
DeMar|DeRozan|220|1989-07-07
Hank|Dezonie|215|1922-02-12
Boris|Diaw|203|1982-04-16
Yakhouba|Diawara|225|1982-08-29
Kaniel|Dickens|215|1978-07-21
Derrek|Dickey|218|1951-03-20
John|Dickson|240|1945-11-18
Connie|Dierking|222|1936-10-02
Coby|Dietrick|220|1948-07-23
Craig|Dill|215|1944-12-17
Jackie|Dinkins|210|1950-01-22
Bill|Dinwiddie|220|1943-07-15
Ike|Diogu|250|1983-09-11
Desagana|Diop|300|1982-01-30
Fred|Diute|210|1929-01-09
Vlade|Divac|243|1968-02-03
Michael|Doleac|262|1977-06-15
James|Donaldson|275|1957-08-16
Jacky|Dorsey|230|1954-12-18
Joey|Dorsey|268|1983-12-16
Leon|Douglas|230|1954-08-26
Bill|Downey|210|1923-11-11
Steve|Downing|225|1950-09-09
Terry|Dozier|210|1966-06-29
Greg|Dreiling|250|1963-11-07
John|Drew|205|1954-09-30
Clyde|Drexler|210|1962-06-22
Nate|Driggers|215|1973-10-12
Terry|Driscoll|215|1947-08-28
Predrag|Drobnjak|270|1975-10-27
Ralph|Drollinger|250|1954-04-20
Kevin|Duckworth|275|1964-04-01
Chris|Dudley|235|1965-02-22
Jared|Dudley|225|1985-07-10
Walter|Dukes|220|1930-06-23
Tim|Duncan|248|1976-04-25
Mike|Dunleavy|221|1980-09-15
Ronald|Dupree|209|1981-01-26
Kevin|Durant|225|1988-09-29
Pat|Durham|210|1967-03-10
Gene|Dyker|225|1930-02-17
Ledell|Eackles|220|1966-11-24
Jim|Eakins|215|1946-05-24
Acie|Earl|240|1970-06-23
Mark|Eaton|275|1957-01-24
Al|Eberhard|225|1952-05-10
Roy|Ebron|220|1951-08-31
Patrick|Eddie|240|1967-12-27
Kent|Edelin|205|1962-05-24
Charlie|Edge|210|1950-02-23
Bobby|Edmonds|220|1941-03-08
Bill|Edwards|215|1971-09-22
Doug|Edwards|220|1971-01-21
James|Edwards|225|1955-11-22
John|Edwards|264|1981-07-31
Corsley|Edwards|275|1979-03-05
Obinna|Ekezie|270|1975-08-22
Don|Eliason|210|1918-07-24
Mario|Elie|210|1963-11-26
Ray|Ellefson|230|1927-11-18
Bob|Elliott|225|1955-08-18
Sean|Elliott|205|1968-02-02
Dale|Ellis|205|1960-08-06
Laphonso|Ellis|240|1970-05-05
Leroy|Ellis|210|1940-03-10
Leron|Ellis|225|1969-04-28
Pervis|Ellison|210|1967-04-03
Len|Elmore|220|1952-03-28
Francisco|Elson|213|1976-02-28
Melvin|Ely|260|1978-05-02
Wayne|Embry|240|1937-03-26
Andre|Emmett|216|1982-08-27
Chris|Engler|245|1959-03-01
Wayne|Englestad|245|1963-12-06
Scott|English|205|1950-10-20
Gene|Englund|205|1917-10-21
Bo|Erias|220|1932-07-30
Evan|Eschmeyer|255|1975-05-30
Brian|Evans|220|1973-09-13
Earl|Evans|202|1955-11-11
Maurice|Evans|220|1978-11-08
Reggie|Evans|245|1980-05-18
Tyreke|Evans|220|1989-09-19
Patrick|Ewing|240|1962-08-05
John|Fairchild|205|1943-04-28
Desmon|Farmer|220|1981-10-07
Mike|Farmer|210|1936-09-26
Tony|Farmer|244|1970-01-03
Nick|Fazekas|235|1985-06-17
Jamie|Feick|255|1974-07-03
Dave|Feitl|235|1962-06-08
Ray|Felix|220|1930-12-10
Noel|Felix|225|1981-10-04
Desmond|Ferguson|203|1977-07-22
Eric|Fernsten|205|1953-11-01
Rolando|Ferreira|240|1964-05-24
Duane|Ferrell|209|1965-02-28
Bob|Ferry|230|1937-05-31
Danny|Ferry|230|1966-10-17
Kyrylo|Fesenko|288|1986-12-24
Kenny|Fields|220|1962-02-09
Ron|Filipek|205|1944-02-05
Greg|Fillmore|240|1947-03-07
Hank|Finkel|240|1942-04-20
Michael|Finley|215|1973-03-06
Matt|Fish|235|1969-11-18
Rick|Fisher|215|1948-10-27
Marcus|Fizer|260|1978-08-10
Al|Fleming|215|1954-04-05
Luis|Flores|202|1981-04-11
Bruce|Flowers|225|1957-06-13
Larry|Fogle|205|1953-03-19
Isaac|Fontaine|210|1975-04-16
Alton|Ford|275|1981-05-29
Bob|Ford|228|1950-01-26
Don|Ford|215|1952-12-31
Sherell|Ford|210|1972-08-26
Sharrod|Ford|225|1982-01-09
Bayard|Forrest|235|1954-07-08
Danny|Fortson|260|1976-03-27
Fred|Foster|210|1946-03-18
Greg|Foster|240|1968-10-03
Jeff|Foster|236|1977-01-16
Antonis|Fotsis|219|1981-04-01
Larry|Foust|215|1928-06-24
Jerry|Fowler|230|1927-06-20
Tremaine|Fowlkes|208|1976-04-11
Jim|Fox|230|1943-04-07
Rick|Fox|230|1969-07-24
Randy|Foye|213|1983-09-24
Adonal|Foyle|250|1975-03-09
Richie|Frahm|210|1977-08-14
Tellis|Frank|225|1965-04-26
Will|Franklin|220|1949-10-19
Ron|Franz|205|1945-10-20
Will|Frazier|210|1942-08-24
Anthony|Frederick|205|1964-12-07
Gary|Freeman|210|1948-07-25
Rod|Freeman|225|1950-11-05
Matt|Freije|249|1981-10-02
Jim|Fritsche|210|1931-12-10
Channing|Frye|248|1983-05-17
Carl|Fuller|225|1946-01-10
Todd|Fuller|255|1974-07-25
Hiram|Fuller|240|1981-05-15
Lawrence|Funderburke|230|1970-12-15
Dan|Gadzuric|240|1978-08-02
Deng|Gai|218|1982-03-22
Reece|Gaines|205|1981-01-07
Chad|Gallagher|255|1969-05-30
Harry|Gallatin|210|1927-04-26
Danilo|Gallinari|225|1988-08-08
Dave|Gambee|215|1937-04-16
Kevin|Gamble|210|1965-11-13
Bob|Gantt|205|1922-06-22
Jorge|Garbajosa|245|1977-12-19
Ruben|Garces|235|1973-10-17
Alex|Garcia|220|1980-03-04
Thomas|Gardner|225|1985-02-08
Chuck|Gardner|205|1944-09-30
Kenny|Gardner|205|1949-09-27
Bill|Garner|220|1940-06-17
Kevin|Garnett|220|1976-05-19
Bill|Garnett|225|1960-04-22
Dean|Garrett|225|1966-11-27
Rowland|Garrett|210|1950-07-16
John|Garris|205|1959-06-06
Pat|Garrity|238|1976-08-23
Pau|Gasol|227|1980-07-06
Marc|Gasol|265|1985-01-29
Chris|Gatling|220|1967-09-03
Kenny|Gattison|225|1964-05-23
Rudy|Gay|220|1986-08-17
Ed|Gayda|210|1927-05-11
Andrew|Gaze|205|1965-07-24
Alonzo|Gee|219|1987-05-29
Matt|Geiger|243|1969-09-10
Mickael|Gelabale|215|1983-05-22
Devean|George|220|1977-08-29
Gorham|Getchell|205|1920-08-14
John|Gianelli|220|1950-06-10
Dick|Gibbs|210|1948-12-20
Mike|Gibson|205|1960-10-27
Taj|Gibson|225|1985-06-24
J.R.|Giddens|215|1985-02-13
Trey|Gilder|205|1985-01-24
Ben|Gillery|235|1965-09-19
Jack|Gillespie|215|1947-10-01
Gene|Gillette|205|1921-01-01
Armen|Gilliam|230|1964-05-28
Artis|Gilmore|240|1949-09-21
Walt|Gilmore|225|1947-02-27
Chuck|Gilmur|225|1922-08-13
Emmanuel|Ginobili|210|1977-07-28
Gordan|Giricek|210|1977-06-20
Jack|Givens|205|1956-09-21
George|Glamack|225|1919-06-07
Gerald|Glass|221|1967-11-12
Georgi|Glouchkov|235|1960-01-10
Clarence|Glover|210|1947-11-01
Dion|Glover|228|1978-10-22
Andreas|Glyniadakis|280|1981-08-21
Mike|Gminski|250|1959-08-03
Dan|Godfread|250|1967-06-14
Tom|Gola|205|1933-01-13
Ryan|Gomes|250|1982-09-01
Glen|Gondrezick|218|1955-08-30
Grant|Gondrezick|205|1963-01-19
Drew|Gooden|230|1981-09-24
Steve|Goodrich|220|1976-03-18
Wilfred|Goodwin|203|1920-12-22
Eric|Gordon|222|1988-12-25
Marcin|Gortat|240|1984-02-17
Gerald|Govan|220|1942-01-02
Orlando|Graham|220|1965-05-05
Stephen|Graham|215|1982-06-11
Joey|Graham|225|1982-06-11
Jim|Grandholm|235|1960-10-04
Ron|Grandison|215|1964-07-09
Danny|Granger|225|1983-04-20
Brian|Grant|254|1972-03-05
Horace|Grant|215|1965-07-04
Josh|Grant|223|1967-08-07
Paul|Grant|245|1974-01-06
Travis|Grant|215|1950-01-01
Devin|Gray|240|1972-05-31
Ed|Gray|210|1975-09-27
Evric|Gray|235|1969-12-13
Leonard|Gray|240|1951-12-19
Stuart|Gray|235|1963-05-27
Sylvester|Gray|230|1967-07-08
Aaron|Gray|270|1984-12-07
Bob|Greacen|206|1947-09-15
A.c.|Green|220|1963-10-04
Kenny|Green|210|1964-10-11
Ken|Green|215|1959-09-19
Lamar|Green|210|1947-03-22
Sean|Green|210|1970-02-02
Sidney|Green|220|1961-01-04
Steve|Green|220|1953-10-04
Jeff|Green|235|1986-09-08
Devin|Green|210|1982-10-25
Danny|Green|210|1987-06-22
Orien|Greene|208|1982-02-04
Donte|Greene|226|1988-02-21
David|Greenwood|222|1957-05-27
Gary|Gregor|225|1945-08-13
Claude|Gregory|205|1958-12-26
John|Greig|215|1961-04-28
Kevin|Grevey|210|1953-05-12
Dennis|Grey|215|1947-06-04
Adrian|Griffin|217|1974-07-04
Eddie|Griffin|222|1982-05-30
Paul|Griffin|205|1954-01-20
Blake|Griffin|251|1989-03-16
Taylor|Griffin|238|1986-04-18
Derek|Grimm|230|1974-08-03
Mike|Grosso|230|1947-09-07
Jerry|Grote|215|1940-12-28
Alex|Groza|218|1926-10-07
Ernie|Grunfeld|210|1955-04-24
Gene|Guarilia|220|1937-09-13
Petur|Gudmundsson|260|1958-10-30
Tom|Gugliotta|240|1969-12-19
Andres|Guibert|225|1968-10-28
Jay|Guidinger|255|1969-08-18
Rudy|Hackett|210|1953-05-10
Hamed|Haddadi|254|1985-05-19
Jim|Hadnot|235|1940-01-15
Cliff|Hagan|210|1931-12-09
Bob|Hahn|240|1925-08-25
Happy|Hairston|225|1942-05-31
Malik|Hairston|220|1987-02-23
Marcus|Haislip|230|1980-12-22
Chuck|Halbert|225|1919-02-27
Harvey|Halbrook|235|1933-01-30
Jack|Haley|240|1964-01-27
Mike|Hall|230|1984-06-05
Darvin|Ham|220|1973-07-23
Steve|Hamer|245|1973-11-13
Dennis|Hamilton|210|1944-05-08
Tang|Hamilton|220|1978-05-26
Thomas|Hamilton|330|1975-04-03
Zendon|Hamilton|240|1975-04-29
Geert|Hammink|262|1969-04-12
Julian|Hammond|205|1943-05-27
Tom|Hammonds|215|1967-03-27
Darrin|Hancock|205|1971-11-03
Ben|Handlogten|240|1973-11-12
Alex|Hannum|210|1923-07-19
Rollen|Hans|210|1931-04-13
Tyler|Hansbrough|250|1985-11-03
Travis|Hansen|210|1978-04-15
Glenn|Hansen|205|1952-04-21
Lars|Hansen|225|1954-09-14
James|Harden|220|1989-08-26
Reggie|Harding|249|1942-05-04
Charlie|Hardnett|225|1938-09-13
Darrell|Hardy|220|1944-01-01
James|Hardy|220|1956-12-01
Ira|Harge|225|1941-03-14
Matt|Harpring|231|1976-05-31
Al|Harrington|230|1980-02-17
Othella|Harrington|235|1974-01-31
Mike|Harris|240|1983-06-15
David|Harrison|260|1982-08-15
Antonio|Harvey|225|1970-07-06
Donnell|Harvey|216|1980-08-26
Scott|Haskin|250|1970-09-19
Udonis|Haslem|246|1980-06-09
